feat_set,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_mae,test_mae,test_mse,test_r2,trees,reg_alpha,reg_lambda
L1+L5_base,4,0.01,0.6,0.8,3,10.560240745544434,10.584341049194336,185.22828674316406,0.2606102228164673,460,,
L1+L5_base,4,0.01,0.6,0.8,5,10.564778327941895,10.573798179626465,184.7535400390625,0.26250535249710083,504,,
L1+L5_base,4,0.01,0.6,0.8,10,10.564796447753906,10.561623573303223,184.43983459472656,0.26375752687454224,566,,
L1+L5_base,4,0.01,0.7,0.6,1,10.544145584106445,10.571160316467285,185.23716735839844,0.2605747580528259,403,,
L1+L5_base,4,0.01,0.7,0.6,3,10.541560173034668,10.569336891174316,185.3136444091797,0.2602694630622864,412,,
L1+L5_base,4,0.01,0.7,0.6,5,10.544189453125,10.570862770080566,185.23727416992188,0.2605743408203125,421,,
L1+L5_base,4,0.01,0.7,0.6,10,10.549515724182129,10.570605278015137,185.02110290527344,0.2614372968673706,421,,
L1+L5_base,4,0.01,0.7,0.7,1,10.568110466003418,10.576720237731934,185.09129333496094,0.2611570954322815,364,,
L1+L5_base,4,0.01,0.7,0.7,3,10.564373016357422,10.58627700805664,185.30157470703125,0.2603176236152649,411,,
L1+L5_base,4,0.01,0.7,0.7,5,10.566189765930176,10.578722953796387,185.16732788085938,0.2608535885810852,366,,
L1+L5_base,4,0.01,0.7,0.7,10,10.564374923706055,10.580726623535156,185.1046142578125,0.26110386848449707,421,,
L1+L5_base,4,0.01,0.7,0.8,1,10.566091537475586,10.583727836608887,185.39816284179688,0.25993210077285767,369,,
L1+L5_base,4,0.01,0.7,0.8,3,10.558696746826172,10.581154823303223,185.43692016601562,0.25977736711502075,477,,
L1+L5_base,4,0.01,0.7,0.8,5,10.561888694763184,10.5831937789917,185.31015014648438,0.2602834105491638,430,,
L1+L5_base,4,0.01,0.7,0.8,10,10.569005012512207,10.585484504699707,185.33627319335938,0.26017916202545166,470,,
L1+L5_base,4,0.01,0.8,0.6,1,10.538579940795898,10.572094917297363,185.1925048828125,0.2607530951499939,527,,
L1+L5_base,4,0.01,0.8,0.6,3,10.56507682800293,10.582976341247559,185.28170776367188,0.26039695739746094,320,,
L1+L5_base,4,0.01,0.8,0.6,5,10.544393539428711,10.57097053527832,185.14332580566406,0.26094937324523926,530,,
L1+L5_base,4,0.01,0.8,0.6,10,10.551835060119629,10.58060073852539,185.28172302246094,0.26039689779281616,554,,
L1+L5_base,4,0.01,0.8,0.7,1,10.55066967010498,10.590131759643555,185.61216735839844,0.25907784700393677,670,,
L1+L5_base,4,0.01,0.8,0.7,3,10.55241870880127,10.601638793945312,185.70822143554688,0.2586944103240967,701,,
L1+L5_base,4,0.01,0.8,0.7,5,10.55278205871582,10.586357116699219,185.2236785888672,0.2606286406517029,691,,
L1+L5_base,4,0.01,0.8,0.7,10,10.55438232421875,10.590362548828125,185.32847595214844,0.2602103352546692,620,,
L1+L5_base,4,0.01,0.8,0.8,1,10.550715446472168,10.595151901245117,185.78733825683594,0.25837862491607666,671,,
L1+L5_base,4,0.01,0.8,0.8,3,10.550009727478027,10.600997924804688,185.7750244140625,0.2584277391433716,701,,
L1+L5_base,4,0.01,0.8,0.8,5,10.544947624206543,10.599209785461426,185.88340759277344,0.2579951286315918,673,,
L1+L5_base,4,0.01,0.8,0.8,10,10.555834770202637,10.61966323852539,186.03399658203125,0.257394015789032,751,,
L1+L5_base,4,0.02,0.6,0.6,1,10.547256469726562,10.565927505493164,184.515869140625,0.26345402002334595,247,,
L1+L5_base,4,0.02,0.6,0.6,3,10.542659759521484,10.5806884765625,184.70298767089844,0.2627071142196655,273,,
L1+L5_base,4,0.02,0.6,0.6,5,10.545231819152832,10.568507194519043,184.54241943359375,0.2633480429649353,203,,
L1+L5_base,4,0.02,0.6,0.6,10,10.54117488861084,10.580924034118652,184.51939392089844,0.26344001293182373,275,,
L1+L5_base,4,0.02,0.6,0.7,1,10.542925834655762,10.566314697265625,184.3317413330078,0.26418906450271606,221,,
L1+L5_base,4,0.02,0.6,0.7,3,10.536367416381836,10.568236351013184,184.27088928222656,0.2644319534301758,258,,
L1+L5_base,4,0.02,0.6,0.7,5,10.537178039550781,10.563629150390625,184.13818359375,0.2649616599082947,221,,
L1+L5_base,4,0.02,0.6,0.7,10,10.550972938537598,10.548230171203613,183.8820343017578,0.26598411798477173,275,,
L1+L5_base,4,0.02,0.6,0.8,1,10.566179275512695,10.60554313659668,185.3243408203125,0.2602267861366272,221,,
L1+L5_base,4,0.02,0.6,0.8,3,10.556864738464355,10.597174644470215,185.17489624023438,0.2608233094215393,221,,
L1+L5_base,4,0.02,0.6,0.8,5,10.572916030883789,10.602160453796387,185.23902893066406,0.260567307472229,217,,
L1+L5_base,4,0.02,0.6,0.8,10,10.567303657531738,10.594499588012695,185.436767578125,0.2597779631614685,221,,
L1+L5_base,4,0.02,0.7,0.6,1,10.552120208740234,10.565338134765625,184.84957885742188,0.26212191581726074,290,,
L1+L5_base,4,0.02,0.7,0.6,3,10.555659294128418,10.564940452575684,184.5846405029297,0.2631794810295105,254,,
L1+L5_base,4,0.02,0.7,0.6,5,10.552430152893066,10.564785957336426,184.46295166015625,0.2636653184890747,311,,
L1+L5_base,4,0.02,0.7,0.6,10,10.560653686523438,10.572880744934082,184.663818359375,0.2628634572029114,185,,
L1+L5_base,4,0.02,0.7,0.7,1,10.546723365783691,10.570419311523438,184.5419464111328,0.26334989070892334,291,,
L1+L5_base,4,0.02,0.7,0.7,3,10.551514625549316,10.587311744689941,185.0491180419922,0.2613254189491272,290,,
L1+L5_base,4,0.02,0.7,0.7,5,10.545963287353516,10.591255187988281,184.85211181640625,0.2621117830276489,339,,
L1+L5_base,4,0.02,0.7,0.7,10,10.547242164611816,10.581134796142578,184.88856506347656,0.2619662880897522,271,,
L1+L5_base,4,0.02,0.7,0.8,1,10.561697959899902,10.601997375488281,185.928466796875,0.25781524181365967,282,,
L1+L5_base,4,0.02,0.7,0.8,3,10.564218521118164,10.582757949829102,185.5009002685547,0.259522020816803,283,,
L1+L5_base,4,0.02,0.7,0.8,5,10.570799827575684,10.595722198486328,185.71224975585938,0.2586783766746521,157,,
L1+L5_base,4,0.02,0.7,0.8,10,10.56911563873291,10.591935157775879,185.60610961914062,0.2591020464897156,282,,
L1+L5_base,4,0.02,0.8,0.6,1,10.563240051269531,10.586490631103516,185.3631134033203,0.2600720524787903,149,,
L1+L5_base,4,0.02,0.8,0.6,3,10.558843612670898,10.577197074890137,185.08212280273438,0.2611936926841736,235,,
L1+L5_base,4,0.02,0.8,0.6,5,10.56164836883545,10.595231056213379,185.5137481689453,0.25947070121765137,146,,
L1+L5_base,4,0.02,0.8,0.6,10,10.539851188659668,10.578874588012695,185.58851623535156,0.259172260761261,302,,
L1+L5_base,4,0.02,0.8,0.7,1,10.550338745117188,10.582801818847656,185.23509216308594,0.2605830430984497,219,,
L1+L5_base,4,0.02,0.8,0.7,3,10.546578407287598,10.58626651763916,185.27227783203125,0.260434627532959,216,,
L1+L5_base,4,0.02,0.8,0.7,5,10.558051109313965,10.605777740478516,185.63720703125,0.25897789001464844,150,,
L1+L5_base,4,0.02,0.8,0.7,10,10.549811363220215,10.58548355102539,185.297607421875,0.26033347845077515,225,,
L1+L5_base,4,0.02,0.8,0.8,1,10.55828857421875,10.59287166595459,185.34109497070312,0.2601599097251892,225,,
L1+L5_base,4,0.02,0.8,0.8,3,10.566021919250488,10.594141006469727,185.10446166992188,0.2611044645309448,298,,
L1+L5_base,4,0.02,0.8,0.8,5,10.570657730102539,10.585346221923828,185.2827606201172,0.26039278507232666,221,,
L1+L5_base,4,0.02,0.8,0.8,10,10.567176818847656,10.579238891601562,185.21304321289062,0.26067107915878296,243,,
L1+L5_base,4,0.03,0.6,0.6,1,10.58688735961914,10.580573081970215,185.8041534423828,0.2583114504814148,202,,
L1+L5_base,4,0.03,0.6,0.6,3,10.57612419128418,10.604269981384277,186.3232421875,0.2562394142150879,201,,
L1+L5_base,4,0.03,0.6,0.6,5,10.58848762512207,10.590899467468262,185.8736572265625,0.2580340504646301,133,,
L1+L5_base,4,0.03,0.6,0.6,10,10.570802688598633,10.602200508117676,185.91160583496094,0.2578825354576111,132,,
L1+L5_base,4,0.03,0.6,0.7,1,10.584507942199707,10.584157943725586,185.20765686035156,0.2606925964355469,142,,
L1+L5_base,4,0.03,0.6,0.7,3,10.580887794494629,10.59167766571045,185.44981384277344,0.2597259283065796,118,,
L1+L5_base,4,0.03,0.6,0.7,5,10.585820198059082,10.594951629638672,185.7908935546875,0.2583644390106201,134,,
L1+L5_base,4,0.03,0.6,0.7,10,10.599404335021973,10.612713813781738,185.68701171875,0.2587791085243225,124,,
L1+L5_base,4,0.03,0.6,0.8,1,10.577530860900879,10.61679458618164,186.1068878173828,0.2571030259132385,134,,
L1+L5_base,4,0.03,0.6,0.8,3,10.571504592895508,10.596659660339355,185.7615509033203,0.258481502532959,120,,
L1+L5_base,4,0.03,0.6,0.8,5,10.567091941833496,10.586734771728516,185.4385528564453,0.25977087020874023,121,,
L1+L5_base,4,0.03,0.6,0.8,10,10.559333801269531,10.597356796264648,185.62318420410156,0.25903385877609253,121,,
L1+L5_base,4,0.03,0.7,0.6,1,10.545342445373535,10.582595825195312,184.88490295410156,0.26198095083236694,134,,
L1+L5_base,4,0.03,0.7,0.6,3,10.55964183807373,10.576436042785645,185.19325256347656,0.26075005531311035,134,,
L1+L5_base,4,0.03,0.7,0.6,5,10.565778732299805,10.596709251403809,185.1922607421875,0.2607540488243103,134,,
L1+L5_base,4,0.03,0.7,0.6,10,10.56583309173584,10.587629318237305,185.1689453125,0.2608470916748047,134,,
L1+L5_base,4,0.03,0.7,0.7,1,10.525873184204102,10.583893775939941,184.55715942382812,0.263289213180542,134,,
L1+L5_base,4,0.03,0.7,0.7,3,10.511356353759766,10.594087600708008,184.5611114501953,0.2632734179496765,172,,
L1+L5_base,4,0.03,0.7,0.7,5,10.532551765441895,10.589850425720215,184.8148651123047,0.2622604966163635,162,,
L1+L5_base,4,0.03,0.7,0.7,10,10.546744346618652,10.599169731140137,185.1156005859375,0.26106005907058716,193,,
L1+L5_base,4,0.03,0.7,0.8,1,10.531990051269531,10.604475021362305,185.66421508789062,0.25887012481689453,173,,
L1+L5_base,4,0.03,0.7,0.8,3,10.530440330505371,10.608043670654297,185.61546325683594,0.2590647339820862,158,,
L1+L5_base,4,0.03,0.7,0.8,5,10.528657913208008,10.608064651489258,185.6062469482422,0.2591014504432678,155,,
L1+L5_base,4,0.03,0.7,0.8,10,10.553032875061035,10.57911205291748,185.0011444091797,0.2615169286727905,166,,
L1+L5_base,4,0.03,0.8,0.6,1,10.554092407226562,10.611034393310547,185.734619140625,0.25858908891677856,136,,
L1+L5_base,4,0.03,0.8,0.6,3,10.553983688354492,10.606584548950195,185.61439514160156,0.25906896591186523,136,,
L1+L5_base,4,0.03,0.8,0.6,5,10.558239936828613,10.592855453491211,185.07984924316406,0.26120275259017944,153,,
L1+L5_base,4,0.03,0.8,0.6,10,10.55194091796875,10.594021797180176,184.98098754882812,0.2615973949432373,204,,
L1+L5_base,4,0.03,0.8,0.7,1,10.557762145996094,10.616689682006836,186.0816650390625,0.25720369815826416,142,,
L1+L5_base,4,0.03,0.8,0.7,3,10.567140579223633,10.613027572631836,185.91592407226562,0.257865309715271,140,,
L1+L5_base,4,0.03,0.8,0.7,5,10.54722785949707,10.618412971496582,186.23345947265625,0.2565978169441223,140,,
L1+L5_base,4,0.03,0.8,0.7,10,10.56220817565918,10.605250358581543,185.6199188232422,0.25904691219329834,153,,
L1+L5_base,4,0.03,0.8,0.8,1,10.540700912475586,10.594867706298828,185.73480224609375,0.2585883140563965,143,,
L1+L5_base,4,0.03,0.8,0.8,3,10.564142227172852,10.59150218963623,185.4066925048828,0.2598980665206909,142,,
L1+L5_base,4,0.03,0.8,0.8,5,10.556581497192383,10.602788925170898,185.7199249267578,0.25864773988723755,149,,
L1+L5_base,4,0.03,0.8,0.8,10,10.577387809753418,10.600918769836426,185.70285034179688,0.2587158679962158,142,,
L1+L5_base,4,0.05,0.6,0.6,1,10.529796600341797,10.585610389709473,184.953369140625,0.2617076635360718,120,,
L1+L5_base,4,0.05,0.6,0.6,3,10.542141914367676,10.594491004943848,185.23876953125,0.26056838035583496,67,,
L1+L5_base,4,0.05,0.6,0.6,5,10.537959098815918,10.592082023620605,185.1394805908203,0.2609647512435913,67,,
L1+L5_base,4,0.05,0.6,0.6,10,10.561698913574219,10.596624374389648,185.24722290039062,0.2605346441268921,67,,
L1+L5_base,4,0.05,0.6,0.7,1,10.55655288696289,10.606780052185059,185.62744140625,0.2590169310569763,68,,
L1+L5_base,4,0.05,0.6,0.7,3,10.553068161010742,10.65607738494873,186.90318298339844,0.2539244294166565,78,,
L1+L5_base,4,0.05,0.6,0.7,5,10.5546875,10.6109619140625,185.8486785888672,0.25813376903533936,91,,
L1+L5_base,4,0.05,0.6,0.7,10,10.58749008178711,10.593903541564941,184.4717559814453,0.26363009214401245,60,,
L1+L5_base,4,0.05,0.6,0.8,1,10.577408790588379,10.65159797668457,186.47833251953125,0.2556203603744507,63,,
L1+L5_base,4,0.05,0.6,0.8,3,10.576241493225098,10.640008926391602,187.14813232421875,0.2529466152191162,132,,
L1+L5_base,4,0.05,0.6,0.8,5,10.568009376525879,10.650747299194336,186.58316040039062,0.25520187616348267,159,,
L1+L5_base,4,0.05,0.6,0.8,10,10.593738555908203,10.608865737915039,184.93199157714844,0.26179295778274536,91,,
L1+L5_base,4,0.05,0.7,0.6,1,10.548291206359863,10.615264892578125,185.99917602539062,0.2575330138206482,72,,
L1+L5_base,4,0.05,0.7,0.6,3,10.537428855895996,10.568910598754883,184.885986328125,0.26197659969329834,94,,
L1+L5_base,4,0.05,0.7,0.6,5,10.53196907043457,10.585199356079102,185.33094787597656,0.2602004408836365,100,,
L1+L5_base,4,0.05,0.7,0.6,10,10.5615234375,10.592302322387695,185.40072631835938,0.2599219083786011,94,,
L1+L5_base,4,0.05,0.7,0.7,1,10.523283004760742,10.623495101928711,186.01303100585938,0.25747770071029663,121,,
L1+L5_base,4,0.05,0.7,0.7,3,10.542820930480957,10.562758445739746,184.9168701171875,0.26185333728790283,94,,
L1+L5_base,4,0.05,0.7,0.7,5,10.513876914978027,10.560921669006348,184.99879455566406,0.26152628660202026,97,,
L1+L5_base,4,0.05,0.7,0.7,10,10.556523323059082,10.562960624694824,184.8682403564453,0.2620474696159363,94,,
L1+L5_base,4,0.05,0.7,0.8,1,10.516585350036621,10.601122856140137,185.68138122558594,0.25880157947540283,132,,
L1+L5_base,4,0.05,0.7,0.8,3,10.544926643371582,10.58126163482666,184.93006896972656,0.2618005871772766,122,,
L1+L5_base,4,0.05,0.7,0.8,5,10.541738510131836,10.594624519348145,185.33636474609375,0.260178804397583,110,,
L1+L5_base,4,0.05,0.7,0.8,10,10.549295425415039,10.602879524230957,184.94288635253906,0.2617495059967041,121,,
L1+L5_base,4,0.05,0.8,0.6,1,10.552102088928223,10.621707916259766,186.38206481933594,0.25600457191467285,80,,
L1+L5_base,4,0.05,0.8,0.6,3,10.555804252624512,10.631775856018066,186.50804138183594,0.25550174713134766,87,,
L1+L5_base,4,0.05,0.8,0.6,5,10.549430847167969,10.627484321594238,186.44061279296875,0.25577086210250854,78,,
L1+L5_base,4,0.05,0.8,0.6,10,10.575589179992676,10.589994430541992,185.70083618164062,0.2587239146232605,91,,
L1+L5_base,4,0.05,0.8,0.7,1,10.584651947021484,10.640084266662598,186.6194610595703,0.2550569772720337,109,,
L1+L5_base,4,0.05,0.8,0.7,3,10.590906143188477,10.639307022094727,186.52027893066406,0.25545287132263184,58,,
L1+L5_base,4,0.05,0.8,0.7,5,10.566205024719238,10.59463119506836,185.79869079589844,0.25833332538604736,80,,
L1+L5_base,4,0.05,0.8,0.7,10,10.56987190246582,10.617695808410645,186.4303741455078,0.25581175088882446,130,,
L1+L5_base,4,0.05,0.8,0.8,1,10.58305549621582,10.578153610229492,185.1859588623047,0.2607792019844055,86,,
L1+L5_base,4,0.05,0.8,0.8,3,10.580105781555176,10.600494384765625,185.5699920654297,0.25924623012542725,84,,
L1+L5_base,4,0.05,0.8,0.8,5,10.576339721679688,10.611923217773438,186.20530700683594,0.2567101716995239,110,,
L1+L5_base,4,0.05,0.8,0.8,10,10.55550479888916,10.630657196044922,186.84812927246094,0.25414419174194336,133,,
L1+L5_base,5,0.005,0.6,0.6,1,10.556903839111328,10.567809104919434,184.4900360107422,0.2635571360588074,910,,
L1+L5_base,5,0.005,0.6,0.6,3,10.565349578857422,10.581523895263672,184.83114624023438,0.26219552755355835,768,,
L1+L5_base,5,0.005,0.6,0.6,5,10.569019317626953,10.583850860595703,184.94204711914062,0.2617528438568115,669,,
L1+L5_base,5,0.005,0.6,0.6,10,10.565876007080078,10.580731391906738,184.7359619140625,0.2625754475593567,755,,
L1+L5_base,5,0.005,0.6,0.7,1,10.553116798400879,10.608844757080078,185.7587432861328,0.25849270820617676,747,,
L1+L5_base,5,0.005,0.6,0.7,3,10.557183265686035,10.604659080505371,185.63340759277344,0.25899308919906616,747,,
L1+L5_base,5,0.005,0.6,0.7,5,10.55416488647461,10.605337142944336,185.67689514160156,0.2588195204734802,677,,
L1+L5_base,5,0.005,0.6,0.7,10,10.560482025146484,10.59784984588623,185.47360229492188,0.2596309781074524,698,,
L1+L5_base,5,0.005,0.6,0.8,1,10.560040473937988,10.597041130065918,185.51963806152344,0.25944721698760986,715,,
L1+L5_base,5,0.005,0.6,0.8,3,10.557646751403809,10.59752082824707,185.57376098632812,0.2592311501502991,711,,
L1+L5_base,5,0.005,0.6,0.8,5,10.555706977844238,10.588767051696777,185.32513427734375,0.2602236270904541,712,,
L1+L5_base,5,0.005,0.6,0.8,10,10.573092460632324,10.594759941101074,185.35374450683594,0.26010942459106445,712,,
L1+L5_base,5,0.005,0.7,0.6,1,10.557829856872559,10.580902099609375,185.22073364257812,0.26064032316207886,718,,
L1+L5_base,5,0.005,0.7,0.6,3,10.555428504943848,10.592906951904297,185.4027862548828,0.25991368293762207,718,,
L1+L5_base,5,0.005,0.7,0.6,5,10.553915977478027,10.587252616882324,185.2943572998047,0.2603464722633362,792,,
L1+L5_base,5,0.005,0.7,0.6,10,10.558834075927734,10.580793380737305,185.26341247558594,0.2604699730873108,774,,
L1+L5_base,5,0.005,0.7,0.7,1,10.550034523010254,10.589287757873535,185.4511260986328,0.25972068309783936,707,,
L1+L5_base,5,0.005,0.7,0.7,3,10.552412986755371,10.592638969421387,185.60494995117188,0.25910669565200806,714,,
L1+L5_base,5,0.005,0.7,0.7,5,10.53923511505127,10.588703155517578,185.34527587890625,0.2601432204246521,885,,
L1+L5_base,5,0.005,0.7,0.7,10,10.54768180847168,10.568589210510254,184.8035430908203,0.26230567693710327,869,,
L1+L5_base,5,0.005,0.7,0.8,1,10.536650657653809,10.584158897399902,185.26588439941406,0.26046013832092285,914,,
L1+L5_base,5,0.005,0.7,0.8,3,10.545891761779785,10.59128475189209,185.52247619628906,0.25943589210510254,860,,
L1+L5_base,5,0.005,0.7,0.8,5,10.544958114624023,10.594141960144043,185.45584106445312,0.25970184803009033,738,,
L1+L5_base,5,0.005,0.7,0.8,10,10.565356254577637,10.594489097595215,185.33277893066406,0.2601931095123291,618,,
L1+L5_base,5,0.005,0.8,0.6,1,10.552002906799316,10.591429710388184,185.31719970703125,0.26025527715682983,743,,
L1+L5_base,5,0.005,0.8,0.6,3,10.552129745483398,10.59954833984375,185.62013244628906,0.2590460777282715,743,,
L1+L5_base,5,0.005,0.8,0.6,5,10.551250457763672,10.588942527770996,185.37716674804688,0.26001590490341187,822,,
L1+L5_base,5,0.005,0.8,0.6,10,10.561494827270508,10.58634090423584,185.24465942382812,0.26054489612579346,701,,
L1+L5_base,5,0.005,0.8,0.7,1,10.547046661376953,10.598620414733887,186.01068115234375,0.25748705863952637,844,,
L1+L5_base,5,0.005,0.8,0.7,3,10.55070686340332,10.594938278198242,185.81707763671875,0.2582598924636841,818,,
L1+L5_base,5,0.005,0.8,0.7,5,10.548114776611328,10.597726821899414,185.82723999023438,0.25821930170059204,818,,
L1+L5_base,5,0.005,0.8,0.7,10,10.54891586303711,10.606990814208984,186.005126953125,0.2575092315673828,858,,
L1+L5_base,5,0.005,0.8,0.8,1,10.553582191467285,10.59866714477539,186.0390625,0.2573738098144531,820,,
L1+L5_base,5,0.005,0.8,0.8,3,10.56234073638916,10.598264694213867,186.04185485839844,0.25736260414123535,820,,
L1+L5_base,5,0.005,0.8,0.8,5,10.561558723449707,10.602538108825684,185.97415161132812,0.257632851600647,785,,
L1+L5_base,5,0.005,0.8,0.8,10,10.566211700439453,10.60477352142334,186.18296813964844,0.2567993402481079,851,,
L1+L5_base,5,0.01,0.6,0.6,1,10.561141967773438,10.583657264709473,185.06434631347656,0.2612646222114563,505,,
L1+L5_base,5,0.01,0.6,0.6,3,10.575966835021973,10.587058067321777,185.03744506835938,0.26137202978134155,505,,
L1+L5_base,5,0.01,0.6,0.6,5,10.558642387390137,10.57461929321289,184.90090942382812,0.2619170546531677,603,,
L1+L5_base,5,0.01,0.6,0.6,10,10.580625534057617,10.59102725982666,185.151123046875,0.2609182596206665,377,,
L1+L5_base,5,0.01,0.6,0.7,1,10.566064834594727,10.587234497070312,185.27413940429688,0.26042723655700684,476,,
L1+L5_base,5,0.01,0.6,0.7,3,10.564085960388184,10.599861145019531,185.6592559814453,0.2588898539543152,474,,
L1+L5_base,5,0.01,0.6,0.7,5,10.555670738220215,10.575630187988281,185.24871826171875,0.2605286240577698,474,,
L1+L5_base,5,0.01,0.6,0.7,10,10.572169303894043,10.582684516906738,185.2405242919922,0.26056140661239624,459,,
L1+L5_base,5,0.01,0.6,0.8,1,10.567502975463867,10.618229866027832,186.040771484375,0.25736701488494873,459,,
L1+L5_base,5,0.01,0.6,0.8,3,10.565662384033203,10.613641738891602,186.09007263183594,0.2571701407432556,476,,
L1+L5_base,5,0.01,0.6,0.8,5,10.561577796936035,10.609027862548828,185.71035766601562,0.2586858868598938,460,,
L1+L5_base,5,0.01,0.6,0.8,10,10.596942901611328,10.646151542663574,186.32583618164062,0.25622910261154175,260,,
L1+L5_base,5,0.01,0.7,0.6,1,10.54134464263916,10.604775428771973,185.8898162841797,0.2579694986343384,406,,
L1+L5_base,5,0.01,0.7,0.6,3,10.541665077209473,10.599087715148926,185.783203125,0.25839513540267944,367,,
L1+L5_base,5,0.01,0.7,0.6,5,10.543265342712402,10.610810279846191,185.96864318847656,0.2576548457145691,377,,
L1+L5_base,5,0.01,0.7,0.6,10,10.546621322631836,10.593276023864746,185.71946716308594,0.2586495280265808,404,,
L1+L5_base,5,0.01,0.7,0.7,1,10.5722074508667,10.603558540344238,186.11441040039062,0.25707298517227173,351,,
L1+L5_base,5,0.01,0.7,0.7,3,10.574004173278809,10.609216690063477,186.18006896972656,0.25681090354919434,352,,
L1+L5_base,5,0.01,0.7,0.7,5,10.56911849975586,10.597959518432617,185.74179077148438,0.2585604786872864,372,,
L1+L5_base,5,0.01,0.7,0.7,10,10.5541353225708,10.589385986328125,185.6092071533203,0.2590896487236023,378,,
L1+L5_base,5,0.01,0.7,0.8,1,10.580292701721191,10.600691795349121,186.0015411376953,0.2575235366821289,364,,
L1+L5_base,5,0.01,0.7,0.8,3,10.56816577911377,10.611176490783691,186.17066955566406,0.25684845447540283,361,,
L1+L5_base,5,0.01,0.7,0.8,5,10.565217018127441,10.607064247131348,186.1971893310547,0.25674253702163696,385,,
L1+L5_base,5,0.01,0.7,0.8,10,10.584829330444336,10.603302001953125,186.04969787597656,0.25733137130737305,351,,
L1+L5_base,5,0.01,0.8,0.6,1,10.552509307861328,10.584566116333008,185.3217315673828,0.2602372169494629,349,,
L1+L5_base,5,0.01,0.8,0.6,3,10.544958114624023,10.60357666015625,185.57080078125,0.2592429518699646,547,,
L1+L5_base,5,0.01,0.8,0.6,5,10.557984352111816,10.592560768127441,185.25189208984375,0.2605159878730774,317,,
L1+L5_base,5,0.01,0.8,0.6,10,10.558180809020996,10.576377868652344,185.11407470703125,0.26106613874435425,344,,
L1+L5_base,5,0.01,0.8,0.7,1,10.560440063476562,10.595992088317871,185.9414520263672,0.25776344537734985,462,,
L1+L5_base,5,0.01,0.8,0.7,3,10.569010734558105,10.595930099487305,185.76844787597656,0.25845402479171753,350,,
L1+L5_base,5,0.01,0.8,0.7,5,10.569887161254883,10.594614028930664,185.66961669921875,0.25884854793548584,351,,
L1+L5_base,5,0.01,0.8,0.7,10,10.57111930847168,10.595160484313965,185.2841339111328,0.2603873014450073,349,,
L1+L5_base,5,0.01,0.8,0.8,1,10.580451011657715,10.607649803161621,186.05416870117188,0.25731348991394043,390,,
L1+L5_base,5,0.01,0.8,0.8,3,10.596650123596191,10.627591133117676,186.596923828125,0.25514692068099976,268,,
L1+L5_base,5,0.01,0.8,0.8,5,10.589119911193848,10.606962203979492,185.92054748535156,0.2578468918800354,337,,
L1+L5_base,5,0.01,0.8,0.8,10,10.577869415283203,10.631213188171387,186.57386779785156,0.25523895025253296,624,,
L1+L5_base,5,0.02,0.6,0.6,1,10.573583602905273,10.619696617126465,185.71646118164062,0.25866156816482544,202,,
L1+L5_base,5,0.02,0.6,0.6,3,10.594642639160156,10.617432594299316,185.7049560546875,0.25870752334594727,214,,
L1+L5_base,5,0.02,0.6,0.6,5,10.57890796661377,10.628524780273438,185.88540649414062,0.2579871416091919,202,,
L1+L5_base,5,0.02,0.6,0.6,10,10.592652320861816,10.599211692810059,184.78549194335938,0.2623777985572815,217,,
L1+L5_base,5,0.02,0.6,0.7,1,10.577566146850586,10.651476860046387,186.7313232421875,0.25461041927337646,136,,
L1+L5_base,5,0.02,0.6,0.7,3,10.584694862365723,10.653794288635254,186.82872009277344,0.2542216181755066,136,,
L1+L5_base,5,0.02,0.6,0.7,5,10.591453552246094,10.664579391479492,186.76158142089844,0.2544896602630615,136,,
L1+L5_base,5,0.02,0.6,0.7,10,10.574020385742188,10.628189086914062,185.9983673095703,0.25753623247146606,136,,
L1+L5_base,5,0.02,0.6,0.8,1,10.554798126220703,10.649246215820312,186.57150268554688,0.25524836778640747,223,,
L1+L5_base,5,0.02,0.6,0.8,3,10.552495956420898,10.649060249328613,186.86216735839844,0.2540881037712097,221,,
L1+L5_base,5,0.02,0.6,0.8,5,10.580036163330078,10.676399230957031,187.2493438720703,0.2525426149368286,183,,
L1+L5_base,5,0.02,0.6,0.8,10,10.57064437866211,10.636362075805664,186.324951171875,0.2562326192855835,217,,
L1+L5_base,5,0.02,0.7,0.6,1,10.577136993408203,10.620795249938965,185.88137817382812,0.25800323486328125,143,,
L1+L5_base,5,0.02,0.7,0.6,3,10.563199996948242,10.628718376159668,186.29721069335938,0.2563433051109314,157,,
L1+L5_base,5,0.02,0.7,0.6,5,10.57339859008789,10.618247032165527,185.94949340820312,0.2577313184738159,155,,
L1+L5_base,5,0.02,0.7,0.6,10,10.570281028747559,10.591368675231934,184.99024963378906,0.26156044006347656,213,,
L1+L5_base,5,0.02,0.7,0.7,1,10.566292762756348,10.57794189453125,185.0776824951172,0.2612113952636719,214,,
L1+L5_base,5,0.02,0.7,0.7,3,10.563931465148926,10.582562446594238,185.31907653808594,0.26024776697158813,155,,
L1+L5_base,5,0.02,0.7,0.7,5,10.56505298614502,10.583544731140137,185.3243408203125,0.2602267861366272,155,,
L1+L5_base,5,0.02,0.7,0.7,10,10.568366050720215,10.56326961517334,184.8279571533203,0.2622082233428955,192,,
L1+L5_base,5,0.02,0.7,0.8,1,10.572135925292969,10.58625316619873,185.59158325195312,0.25916004180908203,158,,
