feat_set,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_mae,test_mae,test_mse,test_r2,trees,reg_alpha,reg_lambda
L1+L5_enhanced,3,0.02,0.7,0.8,1,10.5662202835083,10.551185607910156,184.14059448242188,0.26495200395584106,247,,
L1+L5_enhanced,3,0.02,0.7,0.8,3,10.569378852844238,10.552492141723633,184.15530395507812,0.2648932933807373,247,,
L1+L5_enhanced,3,0.02,0.7,0.8,5,10.564319610595703,10.560011863708496,184.1818389892578,0.2647874355316162,219,,
L1+L5_enhanced,3,0.02,0.7,0.8,10,10.571687698364258,10.553437232971191,184.21408081054688,0.26465868949890137,248,,
L1+L5_enhanced,3,0.02,0.8,0.6,1,10.57323169708252,10.551310539245605,184.26133728027344,0.26447004079818726,232,,
L1+L5_enhanced,3,0.02,0.8,0.6,3,10.57052993774414,10.54127025604248,184.00112915039062,0.265508770942688,308,,
L1+L5_enhanced,3,0.02,0.8,0.6,5,10.561488151550293,10.567710876464844,184.52732849121094,0.2634083032608032,386,,
L1+L5_enhanced,3,0.02,0.8,0.6,10,10.567414283752441,10.548498153686523,184.3373565673828,0.26416659355163574,312,,
L1+L5_enhanced,3,0.02,0.8,0.7,1,10.57754898071289,10.560846328735352,184.64459228515625,0.2629402279853821,194,,
L1+L5_enhanced,3,0.02,0.8,0.7,3,10.578469276428223,10.552839279174805,184.44900512695312,0.26372092962265015,232,,
L1+L5_enhanced,3,0.02,0.8,0.7,5,10.579989433288574,10.542485237121582,184.1027374267578,0.26510316133499146,266,,
L1+L5_enhanced,3,0.02,0.8,0.7,10,10.582297325134277,10.559934616088867,184.623291015625,0.2630252242088318,203,,
L1+L5_enhanced,3,0.02,0.8,0.8,1,10.583507537841797,10.560433387756348,184.55160522460938,0.26331138610839844,203,,
L1+L5_enhanced,3,0.02,0.8,0.8,3,10.584280014038086,10.556915283203125,184.3610076904297,0.2640721797943115,221,,
L1+L5_enhanced,3,0.02,0.8,0.8,5,10.58734130859375,10.561375617980957,184.50048828125,0.2635154724121094,216,,
L1+L5_enhanced,3,0.02,0.8,0.8,10,10.591766357421875,10.555477142333984,184.365966796875,0.2640523910522461,216,,
L1+L5_enhanced,3,0.03,0.6,0.6,1,10.54120922088623,10.53958511352539,183.87147521972656,0.2660263180732727,223,,
L1+L5_enhanced,3,0.03,0.6,0.6,3,10.553690910339355,10.54442310333252,184.46707153320312,0.2636488676071167,215,,
L1+L5_enhanced,3,0.03,0.6,0.6,5,10.566320419311523,10.524178504943848,183.80242919921875,0.2663019299507141,215,,
L1+L5_enhanced,3,0.03,0.6,0.6,10,10.560810089111328,10.538022994995117,184.1180877685547,0.26504188776016235,199,,
L1+L5_enhanced,3,0.03,0.6,0.7,1,10.558367729187012,10.537553787231445,183.17015075683594,0.26882582902908325,223,,
L1+L5_enhanced,3,0.03,0.6,0.7,3,10.570466995239258,10.538783073425293,183.4719696044922,0.2676210403442383,223,,
L1+L5_enhanced,3,0.03,0.6,0.7,5,10.58818531036377,10.574710845947266,184.5017852783203,0.26351022720336914,111,,
L1+L5_enhanced,3,0.03,0.6,0.7,10,10.575544357299805,10.546630859375,183.67572021484375,0.2668077349662781,223,,
L1+L5_enhanced,3,0.03,0.6,0.8,1,10.56071949005127,10.543850898742676,183.71578979492188,0.2666477560997009,199,,
L1+L5_enhanced,3,0.03,0.6,0.8,3,10.557770729064941,10.538490295410156,183.6177215576172,0.2670392394065857,199,,
L1+L5_enhanced,3,0.03,0.6,0.8,5,10.555197715759277,10.55059814453125,183.49693298339844,0.26752138137817383,228,,
L1+L5_enhanced,3,0.03,0.6,0.8,10,10.584091186523438,10.547769546508789,183.95819091796875,0.265680193901062,174,,
L1+L5_enhanced,3,0.03,0.7,0.6,1,10.555675506591797,10.526479721069336,183.59693908691406,0.26712220907211304,226,,
L1+L5_enhanced,3,0.03,0.7,0.6,3,10.554943084716797,10.539098739624023,184.0709991455078,0.26522988080978394,194,,
L1+L5_enhanced,3,0.03,0.7,0.6,5,10.542255401611328,10.531693458557129,183.66505432128906,0.2668502926826477,221,,
L1+L5_enhanced,3,0.03,0.7,0.6,10,10.51736068725586,10.539870262145996,184.14634704589844,0.26492905616760254,289,,
L1+L5_enhanced,3,0.03,0.7,0.7,1,10.567451477050781,10.567410469055176,184.6624298095703,0.2628690004348755,121,,
L1+L5_enhanced,3,0.03,0.7,0.7,3,10.561506271362305,10.561700820922852,184.52012634277344,0.26343703269958496,133,,
L1+L5_enhanced,3,0.03,0.7,0.7,5,10.556865692138672,10.559934616088867,184.53256225585938,0.26338738203048706,144,,
L1+L5_enhanced,3,0.03,0.7,0.7,10,10.566272735595703,10.572007179260254,184.7921600341797,0.2623511552810669,137,,
L1+L5_enhanced,3,0.03,0.7,0.8,1,10.573939323425293,10.568199157714844,185.0261688232422,0.261417031288147,143,,
L1+L5_enhanced,3,0.03,0.7,0.8,3,10.57390308380127,10.564023971557617,184.9195556640625,0.26184260845184326,143,,
L1+L5_enhanced,3,0.03,0.7,0.8,5,10.56806755065918,10.569540977478027,184.92074584960938,0.261837899684906,143,,
L1+L5_enhanced,3,0.03,0.7,0.8,10,10.573542594909668,10.574883460998535,184.76356506347656,0.262465238571167,143,,
L1+L5_enhanced,3,0.03,0.8,0.6,1,10.570352554321289,10.596505165100098,185.61851501464844,0.259052574634552,117,,
L1+L5_enhanced,3,0.03,0.8,0.6,3,10.571069717407227,10.596771240234375,185.60476684570312,0.25910741090774536,117,,
L1+L5_enhanced,3,0.03,0.8,0.6,5,10.570334434509277,10.604830741882324,185.7447509765625,0.2585486173629761,116,,
L1+L5_enhanced,3,0.03,0.8,0.6,10,10.562289237976074,10.622428894042969,186.3394317626953,0.2561747431755066,369,,
L1+L5_enhanced,3,0.03,0.8,0.7,1,10.588101387023926,10.586386680603027,185.57713317871094,0.2592177391052246,117,,
L1+L5_enhanced,3,0.03,0.8,0.7,3,10.587130546569824,10.58234977722168,185.52406311035156,0.25942957401275635,121,,
L1+L5_enhanced,3,0.03,0.8,0.7,5,10.577386856079102,10.57467269897461,184.97921752929688,0.2616044282913208,152,,
L1+L5_enhanced,3,0.03,0.8,0.7,10,10.57829761505127,10.5966215133667,185.7583465576172,0.25849437713623047,115,,
L1+L5_enhanced,3,0.03,0.8,0.8,1,10.57750415802002,10.562382698059082,185.01235961914062,0.2614721655845642,225,,
L1+L5_enhanced,3,0.03,0.8,0.8,3,10.580521583557129,10.578001022338867,185.35711669921875,0.2600959539413452,152,,
L1+L5_enhanced,3,0.03,0.8,0.8,5,10.578105926513672,10.570584297180176,185.14761352539062,0.2609322667121887,163,,
L1+L5_enhanced,3,0.03,0.8,0.8,10,10.569369316101074,10.573477745056152,185.22311401367188,0.26063090562820435,160,,
L1+L5_enhanced,3,0.05,0.6,0.6,1,10.536391258239746,10.5894136428833,185.1805419921875,0.260800838470459,109,,
L1+L5_enhanced,3,0.05,0.6,0.6,3,10.539365768432617,10.579200744628906,184.99551391601562,0.26153939962387085,109,,
L1+L5_enhanced,3,0.05,0.6,0.6,5,10.522241592407227,10.58593463897705,185.0470733642578,0.2613335847854614,198,,
L1+L5_enhanced,3,0.05,0.6,0.6,10,10.548116683959961,10.565958976745605,184.6641387939453,0.2628622055053711,106,,
L1+L5_enhanced,3,0.05,0.6,0.7,1,10.539926528930664,10.550069808959961,184.0005340576172,0.265511155128479,93,,
L1+L5_enhanced,3,0.05,0.6,0.7,3,10.528253555297852,10.551642417907715,184.22544860839844,0.2646133303642273,109,,
L1+L5_enhanced,3,0.05,0.6,0.7,5,10.532644271850586,10.560005187988281,184.235107421875,0.2645747661590576,95,,
L1+L5_enhanced,3,0.05,0.6,0.7,10,10.53279972076416,10.548510551452637,184.12469482421875,0.26501554250717163,95,,
L1+L5_enhanced,3,0.05,0.6,0.8,1,10.544221878051758,10.581908226013184,184.43589782714844,0.26377326250076294,109,,
L1+L5_enhanced,3,0.05,0.6,0.8,3,10.54763126373291,10.581363677978516,184.49374389648438,0.2635423541069031,95,,
