max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_mae,test_mae,test_r2,trees
3,0.02,0.6,0.7,1,9.471824645996094,9.556989669799805,0.3682100176811218,374
3,0.02,0.6,0.7,3,9.460289001464844,9.558812141418457,0.36833810806274414,375
3,0.02,0.6,0.7,5,9.454544067382812,9.548016548156738,0.3685815930366516,432
3,0.02,0.6,0.7,10,9.448540687561035,9.539265632629395,0.369998037815094,429
3,0.02,0.6,0.8,1,9.482954025268555,9.52788257598877,0.36820507049560547,375
3,0.02,0.6,0.8,3,9.481736183166504,9.528636932373047,0.3686050772666931,376
3,0.02,0.6,0.8,5,9.477132797241211,9.505319595336914,0.3694637417793274,376
3,0.02,0.6,0.8,10,9.473289489746094,9.512332916259766,0.3688007593154907,375
3,0.02,0.7,0.6,1,9.492151260375977,9.524996757507324,0.3704903721809387,425
3,0.02,0.7,0.6,3,9.495943069458008,9.534634590148926,0.36970430612564087,393
3,0.02,0.7,0.6,5,9.492838859558105,9.528313636779785,0.36975157260894775,374
3,0.02,0.7,0.6,10,9.486602783203125,9.503268241882324,0.37272799015045166,374
3,0.02,0.7,0.7,1,9.473031044006348,9.513639450073242,0.3724879026412964,423
3,0.02,0.7,0.7,3,9.475560188293457,9.530173301696777,0.3696121573448181,374
3,0.02,0.7,0.7,5,9.472098350524902,9.517669677734375,0.37019163370132446,374
3,0.02,0.7,0.7,10,9.47681713104248,9.501102447509766,0.37181031703948975,374
3,0.02,0.7,0.8,1,9.464505195617676,9.504079818725586,0.37040698528289795,374
3,0.02,0.7,0.8,3,9.496542930603027,9.522125244140625,0.3685912489891052,296
3,0.02,0.7,0.8,5,9.46444320678711,9.483843803405762,0.3716126084327698,425
3,0.02,0.7,0.8,10,9.479135513305664,9.514886856079102,0.3697688579559326,290
3,0.02,0.8,0.6,1,9.487669944763184,9.555195808410645,0.3659825921058655,375
3,0.02,0.8,0.6,3,9.486398696899414,9.55778980255127,0.3666943311691284,375
3,0.02,0.8,0.6,5,9.48241138458252,9.539609909057617,0.3670823574066162,375
3,0.02,0.8,0.6,10,9.485215187072754,9.536855697631836,0.3677595257759094,376
3,0.02,0.8,0.7,1,9.479874610900879,9.525106430053711,0.3675263524055481,375
3,0.02,0.8,0.7,3,9.473363876342773,9.510627746582031,0.3695676922798157,371
3,0.02,0.8,0.7,5,9.482684135437012,9.509976387023926,0.369448184967041,374
3,0.02,0.8,0.7,10,9.46885871887207,9.485984802246094,0.37033259868621826,370
3,0.02,0.8,0.8,1,9.470019340515137,9.486424446105957,0.3714368939399719,371
3,0.02,0.8,0.8,3,9.475131034851074,9.484185218811035,0.3715553283691406,374
3,0.02,0.8,0.8,5,9.469919204711914,9.495729446411133,0.37063974142074585,371
